
@attribute Name string
@attribute Platform { Wii, NES, GB, DS, X360, PS3, PS2, SNES, GBA, 3DS, PS4, N64, PS, XB, PC, 2600, PSP, XOne, GC, WiiU, GEN, DC, PSV, SAT, SCD, WS, NG, TG16, 3DO, GG, PCFX }
@attribute Year { 2006, 1985, 2008, 2009, 1996, 1989, 1984, 2005, 1999, 2007, 2010, 2013, 2004, 1990, 1988, 2002, 2001, 2011, 1998, 2015, 2012, 2014, 1992, 1997, 1993, 1994, 1982, 2003, 1986, 2000, 1995, 2016, 1991, 1981, 1987, 1980, 1983, 2020, 2017 }
@attribute Genre { Sports, Platform, Racing, Role-Playing, Puzzle, Misc, Shooter, Simulation, Action, Fighting, Adventure, Strategy }
@attribute Publisher { Nintendo, Microsoft Game Studios, Take-Two Interactive, Sony Computer Entertainment, Activision, Ubisoft, Bethesda Softworks, Electronic Arts, Sega, SquareSoft, Atari, 505 Games, Capcom, GT Interactive, Konami Digital Entertainment, Sony Computer Entertainment Europe, Square Enix, LucasArts, Virgin Interactive, Warner Bros. Interactive Entertainment, Universal Interactive, Eidos Interactive, RedOctane, Vivendi Games, Enix Corporation, Namco Bandai Games, Palcom, Hasbro Interactive, THQ, Fox Interactive, Acclaim Entertainment, MTV Games, Disney Interactive Studios, Majesco Entertainment, Codemasters, Red Orb, Level 5, Arena Entertainment, Midway Games, JVC, Deep Silver, 989 Studios, NCSoft, UEP Systems, Parker Bros., Maxis, Imagic, Tecmo Koei, Valve Software, ASCII Entertainment, Mindscape, Infogrames, Unknown, Square, Valve, Activision Value, Banpresto, D3Publisher, Oxygen Interactive, Red Storm Entertainment, Video System, Hello Games, Global Star, Gotham Games, Westwood Studios, GungHo, Crave Entertainment, Hudson Soft, Coleco, Rising Star Games, Atlus, TDK Mediactive, ASC Games, Zoo Games, Accolade, Sony Online Entertainment, 3DO, RTL, Natsume, Focus Home Interactive, Alchemist, Black Label Games, SouthPeak Games, Mastertronic, Ocean, Zoo Digital Publishing, Psygnosis, City Interactive, Empire Interactive, Success, Compile, Russel, Taito, Agetec, GSP, Microprose, Play It, Slightly Mad Studios, Tomy Corporation, Sammy Corporation, Koch Media, Game Factory, Titus, Marvelous Entertainment, Genki, Mojang, Pinnacle, CTO SpA, TalonSoft, Crystal Dynamics, SCi, Quelle, mixi, Inc, Rage Software, Ubisoft Annecy, Scholastic Inc., Interplay, Mystique, ChunSoft, Square EA, 20th Century Fox Video Games, Avanquest Software, Hudson Entertainment, Nordic Games, Men-A-Vision, Nobilis, Big Ben Interactive, Touchstone, Spike, Jester Interactive, Nippon Ichi Software, LEGO Media, Quest, Illusion Softworks, Tigervision, Funbox Media, Rocket Company, Metro 3D, Mattel Interactive, IE Institute, Rondomedia, Sony Computer Entertainment America, Universal Gamex, Ghostlight, Wizard Video Games, BMG Interactive Entertainment, PQube, Trion Worlds, Laguna, Ignition Entertainment, Takara, Kadokawa Shoten, Destineer, Enterbrain, Xseed Games, Imagineer, System 3 Arcade Software, CPG Products, Aruze Corp, Gamebridge, Midas Interactive Entertainment, Jaleco, Answer Software, XS Games, Activision Blizzard, Pack In Soft, Rebellion, Xplosiv, GameMill Entertainment, Wanadoo, NovaLogic, Telltale Games, Epoch, BAM! Entertainment, Knowledge Adventure, Mastiff, Tetris Online, Harmonix Music Systems, ESP, TYO, Telegames, Mud Duck Productions, Screenlife, Pioneer LDC, Magical Company, Mentor Interactive, Kemco, Human Entertainment, Avanquest, Data Age, Electronic Arts Victor, Black Bean Games, Jack of All Games, 989 Sports, Takara Tomy, Media Rings, Elf, Starfish, Zushi Games, Jorudan, Destination Software, Inc, New, Brash Entertainment, ITT Family Games, PopCap Games, Home Entertainment Suppliers, Ackkstudios, Starpath Corp., P2 Games, BPS, Gathering of Developers, NewKidCo, Storm City Games, CokeM Interactive, CBS Electronics, Magix, Marvelous Interactive, Kalypso Media, Nihon Falcom Corporation, Wargaming.net, Angel Studios, Arc System Works, Playmates, SNK Playmore, Hamster Corporation, From Software, Nippon Columbia, Nichibutsu, Little Orbit, Conspiracy Entertainment, DTP Entertainment, Hect, Mumbo Jumbo, Pacific Century Cyber Works, Indie Games, Liquid Games, NEC, Axela, ArtDink, Sunsoft, Gust, SNK, NEC Interchannel, FuRyu, Xing Entertainment, ValuSoft, Victor Interactive, Detn8 Games, American Softworks, Nordcurrent, Bomb, Falcom Corporation, AQ Interactive, CCP, Milestone S.r.l., JoWood Productions, Seta Corporation, On Demand, NCS, Aspyr, Gremlin Interactive Ltd, Agatsuma Entertainment, Compile Heart, Culture Brain, Mad Catz, Shogakukan, Merscom LLC, Rebellion Developments, Nippon Telenet, TDK Core, bitComposer Games, Foreign Media Games, Astragon, SSI, Kadokawa Games, Idea Factory, Performance Designed Products, Asylum Entertainment, Core Design Ltd., PlayV, UFO Interactive, Idea Factory International, Playlogic Game Factory, Essential Games, Adeline Software, Funcom, Panther Software, Blast! Entertainment Ltd, Game Life, DSI Games, Avalon Interactive, Popcorn Arcade, Neko Entertainment, Vir2L Studios, Aques, Syscom, White Park Bay Software, System 3, Vatical Entertainment, Daedalic, EA Games, Media Factory, Vic Tokai, The Adventure Company, Game Arts, Broccoli, Acquire, General Entertainment, Excalibur Publishing, Imadio, Swing! Entertainment, Sony Music Entertainment, Aqua Plus, Paradox Interactive, Hip Interactive, DreamCatcher Interactive, Tripwire Interactive, Sting, Yacht Club Games, SCS Software, Bigben Interactive, Havas Interactive, Slitherine Software, Graffiti, Funsta, Telstar, U.S. Gold, DreamWorks Interactive, Data Design Interactive, MTO, DHM Interactive, FunSoft, SPS, Bohemia Interactive, Reef Entertainment, Tru Blu Entertainment, Moss, T&E Soft, O-Games, Aksys Games, NDA Productions, Data East, Time Warner Interactive, Gainax Network Systems, Daito, O3 Entertainment, Gameloft, Xicat Interactive, Simon & Schuster Interactive, Valcon Games, PopTop Software, TOHO, HMH Interactive, 5pb, Cave, CDV Software Entertainment, Microids, PM Studios, Paon, Micro Cabin, GameTek, Benesse, Type-Moon, Enjoy Gaming ltd., Asmik Corp, Interplay Productions, Asmik Ace Entertainment, inXile Entertainment, Image Epoch, Phantom EFX, Evolved Games, responDESIGN, Culture Publishers, Griffin International, Hackberry, Hearty Robin, Nippon Amuse, Origin Systems, Seventh Chord, Mitsui, Milestone, Abylight, Flight-Plan, Glams, Locus, Warp, Daedalic Entertainment, Alternative Software, Myelin Media, Mercury Games, Irem Software Engineering, Sunrise Interactive, Elite, Evolution Games, Tivola, Global A Entertainment, Edia, Athena, Aria, Gamecock, Tommo, Altron, Happinet, iWin, Media Works, Fortyfive, Revolution Software, Imax, Crimson Cow, 10TACLE Studios, Groove Games, Pack-In-Video, Insomniac Games, Ascaron Entertainment GmbH, Asgard, Ecole, Yumedia, Phenomedia, HAL Laboratory, Grand Prix Games, DigiCube, Creative Core, Kaga Create, WayForward Technologies, LSP Games, ASCII Media Works, Coconuts Japan, Arika, Ertain, Marvel Entertainment, Prototype, Phantagram, 1C Company, The Learning Company, TechnoSoft, Vap, Misawa, Tradewest, Team17 Software, Yeti, Pow, Navarre Corp, MediaQuest, Max Five, Comfort, Monte Christo Multimedia, Pony Canyon, Riverhillsoft, Summitsoft, Milestone S.r.l, Playmore, MLB.com, Kool Kizz, Flashpoint Games, 49Games, Legacy Interactive, Alawar Entertainment, CyberFront, Cloud Imperium Games Corporation, Societa, Virtual Play Games, Interchannel, Sonnet, Experience Inc., Zenrin, Iceberg Interactive, Ivolgamus, 2D Boy, MC2 Entertainment, Kando Games, Just Flight, Office Create, Mamba Games, Fields, Princess Soft, Maximum Family Games, Berkeley, Fuji, Dusenberry Martin Racing, imageepoch Inc., Big Fish Games, Her Interactive, Kamui, ASK, TopWare Interactive, Headup Games, KSS, Cygames, KID, Quinrose, Sunflowers, dramatic create, TGL, Encore, Extreme Entertainment Group, Intergrow, G.Rev, Sweets, Kokopeli Digital Studios, Number None, Nexon, id Software, BushiRoad, Tryfirst, Strategy First, 7G//AMES, GN Software, Yuke's, Easy Interactive, Licensed 4U, FuRyu Corporation, Lexicon Entertainment, Paon Corporation, Kids Station, GOA, Graphsim Entertainment, King Records, Introversion Software, Minato Station, Devolver Digital, Blue Byte, Gaga, Yamasa Entertainment, Plenty, Views, fonfun, NetRevo, Codemasters Online, Quintet, Phoenix Games, Dorart, Marvelous Games, Focus Multimedia, Imageworks, Karin Entertainment, Aerosoft, Technos Japan Corporation, Gakken, Mirai Shounen, Datam Polystar, Saurus, HuneX, Revolution (Japan), Giza10, Visco, Alvion, Mycom, Giga, Warashi, System Soft, Sold Out, Lighthouse Interactive, Masque Publishing, RED Entertainment, Michaelsoft, Media Entertainment, New World Computing, Genterprise, Interworks Unlimited, Inc., Boost On, Stainless Games, EON Digital Entertainment, Epic Games, Naxat Soft, Ascaron Entertainment, Piacci, Nitroplus, Paradox Development, Otomate, Ongakukan, Commseed, Inti Creates, Takuyo, Interchannel-Holon, Rain Games, UIG Entertainment }
@attribute Global_Sales string

@data
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,D3Publisher,0.03
Ratatouille,X360,2007.0,Action,THQ,0.27
Mega Man Xtreme,GB,2000.0,Platform,Capcom,0.07
Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,0.39
Shrek the Third,Wii,2007.0,Action,Activision,0.29
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.08
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.16
Carnage Heart EXA,PSP,2010.0,Strategy,ArtDink,0.02
.hack//Mutation Part 2,PS2,2002.0,Role-Playing,Atari,0.68
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.06
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.22
Shellshock,PS,1995.0,Action,Core Design Ltd.,0.1
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.01
Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.03
Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.02
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,Ubisoft,0.12
Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,1.23
Namco Museum,XB,,Misc,Unknown,0.91
DJ Hero,PS2,2009.0,Misc,Activision,0.32
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000.0,Strategy,Namco Bandai Games,0.17
SD Gundam G Generation-F,PS,2000.0,Strategy,Namco Bandai Games,0.38
Tokyo Beat Down,DS,2008.0,Action,Success,0.08
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.42
Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.11
SPRay,Wii,2008.0,Action,Tecmo Koei,0.04
New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.61
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003.0,Misc,Disney Interactive Studios,0.25
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.06
Fate/Stay Night [Réalta Nua],PS2,2007.0,Adventure,Kadokawa Shoten,0.17
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.06
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996.0,Racing,ASCII Entertainment,0.9
Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.68
Cabela's North American Adventures,PS2,2010.0,Sports,Activision,0.08
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,0.38
Tobal 2,PS,1997.0,Fighting,SquareSoft,0.37
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.03
The Chronicles of Narnia: The Lion The Witch and The Wardrobe,GC,,Action,Disney Interactive Studios,0.28
Ultimate Card Games DS,DS,2008.0,Strategy,Telegames,0.08
Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.19
Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.17
Lost Planet 2,PC,2010.0,Shooter,Capcom,0.03
Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.1
Suzumiya Haruhi no Gekidou,Wii,2009.0,Adventure,Kadokawa Shoten,0.07
Spider-Man 2,PSP,2005.0,Action,Activision,0.71
Tiger Woods PGA Tour 2005,XB,2004.0,Sports,Electronic Arts,0.85
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,0.02
Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,0.38
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.22
Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.16
Sing Party,WiiU,2012.0,Misc,Nintendo,0.28
ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.06
Mega Man 5,NES,1992.0,Platform,Capcom,0.79
Spelling Challenges and more!,PSP,2007.0,Misc,Crave Entertainment,0.25
Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,Square Enix,0.47
A Ressha de Gyoukou 2001,PS2,2001.0,Simulation,ArtDink,0.03
NFL Blitz 2001,PS,2000.0,Sports,Midway Games,0.59
FIFA 15,XOne,2014.0,Sports,Electronic Arts,2.15
Winter Sports 2: The Next Challenge,Wii,2008.0,Sports,RTL,0.41
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.39
Tenkai Knights: Brave Battle,3DS,2014.0,Action,Namco Bandai Games,0.02
Get Up and Dance,Wii,2011.0,Misc,O-Games,0.12
Gardening Mama,DS,2009.0,Puzzle,505 Games,1.38
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.27
Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,0.06
Suzuki Super-Bikes II: Riding Challenge,DS,2008.0,Racing,Valcon Games,0.05
Transformers: Revenge of the Fallen (XBox 360 PS3 & PC Versions),PSP,2009.0,Shooter,Activision,0.41
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.1
Breakdown,XB,2004.0,Adventure,Electronic Arts,0.12
Nobunaga no Yabou: Tenshoki,SAT,1995.0,Strategy,Tecmo Koei,0.11
Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft,0.25
Terraria,PSV,2013.0,Action,Screenlife,0.11
Rayman Legends,PS4,2014.0,Platform,Ubisoft,1.01
Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.76
Farming Simulator 2015,XOne,2015.0,Simulation,Koch Media,0.19
Challenge Me: Brain Puzzles 2,DS,2010.0,Puzzle,O-Games,0.09
Bleach: Heat the Soul 6,PSP,2009.0,Fighting,Sony Computer Entertainment,0.09
Batman: Rise of Sin Tzu,GC,2003.0,Action,Ubisoft,0.06
Playboy: The Mansion,PS2,2005.0,Simulation,Ubisoft,0.2
Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,0.25
Rising Zan: The Samurai Gunman,PS,1998.0,Action,Agetec,0.02
The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,0.24
Mahjong Master,N64,1996.0,Misc,Konami Digital Entertainment,0.09
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,1.37
Battlezone: Rise of the Black Dogs,N64,2000.0,Strategy,Crave Entertainment,0.07
Dragon Shadow Spell,PS2,2007.0,Role-Playing,Flight-Plan,0.08
Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.16
Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.54
Jikkyou Powerful Pro Yakyuu Next,Wii,2009.0,Sports,Konami Digital Entertainment,0.08
The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.42
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,1.21
Sally's Salon,DS,2008.0,Simulation,Capcom,0.13
Shin Megami Tensei x Fire Emblem,WiiU,2015.0,Role-Playing,Nintendo,0.22
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.49
Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,1.33
BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.42
Vitamin R,PSP,2013.0,Adventure,D3Publisher,0.02
Mega Man X4,SAT,1997.0,Action,Capcom,0.07
Grand Theft Auto,PS,1997.0,Action,Take-Two Interactive,2.32
Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,1.16
Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.04
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,0.11
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015.0,Misc,Nintendo,0.01
Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.26
Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,Sony Computer Entertainment,2.57
Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.13
Karaoke Revolution Party,PS2,2005.0,Misc,Konami Digital Entertainment,0.3
Super Mario 64,DS,2004.0,Platform,Nintendo,10.42
Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.09
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011.0,Role-Playing,Atlus,0.12
Game & Watch Gallery,GB,1997.0,Misc,Nintendo,1.0
Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.34
Thomas and Friends: Steaming around Sodor,3DS,2015.0,Action,Avanquest Software,0.02
Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,0.25
Smart Girl's Party Game,DS,2008.0,Misc,505 Games,0.34
Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.42
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.1
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998.0,Strategy,Tecmo Koei,0.05
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03
Robotron 64,N64,1998.0,Shooter,GT Interactive,0.09
Bayonetta 2,WiiU,2014.0,Action,Nintendo,1.01
Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.19
Fast & Furious: Showdown,X360,2013.0,Action,Activision,0.05
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.1
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.1
Monster Hunter,PS2,2004.0,Role-Playing,Capcom,0.5
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.34
Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0.05
Overwatch,PS4,2016.0,Shooter,Activision,1.73
Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.54
Paperboy,N64,1999.0,Action,Midway Games,0.24
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015.0,Action,Idea Factory International,0.12
Guitar Hero 5,PS2,2009.0,Misc,Activision,1.12
HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.21
NCAA Final Four 2000,PS,1999.0,Sports,989 Sports,0.38
MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.07
Sega Rally Championship 2,DC,1999.0,Racing,Sega,0.41
Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.09
Resident Evil 4,PS2,2005.0,Action,Capcom,3.62
Walk it Out!,Wii,2010.0,Sports,Konami Digital Entertainment,0.46
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009.0,Role-Playing,Gust,0.02
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.11
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,5.13
Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,0.5
Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0.08
Triple Play 2002,PS2,2002.0,Sports,Electronic Arts,0.87
Top Gear Rally,N64,1997.0,Racing,Kemco,0.4
Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,Alchemist,0.01
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,LucasArts,0.06
Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.56
ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.31
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.56
Malice,XB,2004.0,Platform,Evolved Games,0.01
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.02
WCW Nitro,N64,1998.0,Fighting,THQ,0.21
Midway Arcade Treasures 2,XB,2004.0,Misc,Midway Games,0.31
Cut the Rope,3DS,2014.0,Puzzle,Activision,0.07
Tour de France 2011,X360,,Racing,Focus Home Interactive,0.05
IHRA Drag Racing 2004,XB,2003.0,Racing,Bethesda Softworks,0.2
Test Drive,XB,2002.0,Racing,Atari,0.42
Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71
Nancy Drew: The Hidden Staircase,DS,2008.0,Adventure,THQ,0.18
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005.0,Role-Playing,Nintendo,0.07
Vantage Master Portable,PSP,2008.0,Role-Playing,Falcom Corporation,0.02
Fable,X360,2014.0,Role-Playing,Microsoft Game Studios,0.48
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.06
Dokuro,PSV,2012.0,Action,GungHo,0.01
Chessmaster,GBA,2002.0,Misc,Ubisoft,0.04
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.42
NHL 08,X360,2007.0,Action,Electronic Arts,0.25
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,1.85
Trick DS-han: Kakushi Kami no Sumukan,DS,2010.0,Misc,Konami Digital Entertainment,0.07
Cabela's Dangerous Hunts 2011,X360,2010.0,Sports,Activision,0.32
SimCity 2000,SAT,1994.0,Simulation,Sega,0.28
Battlefield 2,PC,2005.0,Shooter,Electronic Arts,0.08
Ice Climber,NES,1985.0,Platform,Nintendo,1.5
Moe Star: Moeru Toudai Eigojuku,DS,2008.0,Misc,Mirai Shounen,0.02
Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.23
Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,505 Games,1.75
B's-LOG Party♪,PSP,2010.0,Adventure,Idea Factory,0.04
WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,1.13
Mega Man 4,NES,1991.0,Platform,Capcom,0.93
Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,Reef Entertainment,0.01
Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.41
Tom and Jerry Tales,DS,2006.0,Platform,Warner Bros. Interactive Entertainment,0.29
Terraria,PC,2011.0,Action,Unknown,0.15
NBA ShootOut,PS,1995.0,Sports,Sony Computer Entertainment,0.31
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.36
Fossil Fighters (JP sales),DS,2008.0,Role-Playing,Nintendo,0.3
Project Setsuna,PS4,2016.0,Role-Playing,Square Enix,0.06
Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.91
GoPets: Vacation Island,DS,2008.0,Simulation,Konami Digital Entertainment,0.04
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.05
Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.24
Buzz! Master Quiz,PSP,2008.0,Misc,Sony Computer Entertainment,0.87
Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.22
Covert Ops: Nuclear Dawn,PS,2000.0,Action,Sony Computer Entertainment,0.24
Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,Electronic Arts,0.87
Power Pro Kun Pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.12
Epidemic,PS,1995.0,Shooter,Sony Computer Entertainment,0.14
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,GSP,0.51
The King of Fighters '97,SAT,1998.0,Fighting,SNK,0.17
AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.24
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.44
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.06
NFL 2K3,PS2,2002.0,Sports,Atari,1.32
Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.13
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.05
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.01
Digimon Rumble Arena 2,XB,2004.0,Fighting,Atari,0.02
LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,1.47
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.15
Pro Yaky? Spirits 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.24
Superman: Shadow of Apokolips,GC,2003.0,Action,Atari,0.08
Rayman DS,DS,2005.0,Platform,Ubisoft,0.26
FIFA 16,XOne,2015.0,Sports,Electronic Arts,3.23
Atari's Greatest Hits: Volume 1,DS,2010.0,Misc,Atari,0.14
My Fitness Coach,Wii,2008.0,Sports,Ubisoft,2.34
F1 2010,PS3,2010.0,Racing,Codemasters,1.35
Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,1.54
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,2.27
Theme Hospital,PC,1997.0,Strategy,Electronic Arts,2.4
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,Nintendo,0.89
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,1.32
Up,Wii,2009.0,Action,THQ,0.57
Prince of Persia (2008),PC,2008.0,Action,Ubisoft,0.03
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.03
Jaws Unleashed,XB,2006.0,Action,THQ,0.15
ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.01
NBA Live 99,PS,1997.0,Sports,Electronic Arts,1.22
Nickelodeon Fit,Wii,2010.0,Sports,Take-Two Interactive,0.93
Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.33
ESPN MLS ExtraTime 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.02
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,Takara Tomy,0.05
Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,2.79
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,Eidos Interactive,0.17
The Sims,PS2,2003.0,Simulation,Electronic Arts,2.77
The Book of Unwritten Tales 2,PS4,2015.0,Adventure,Nordic Games,0.07
Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,5pb,0.02
Dungeon Siege II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.03
Heisei Kyouiku linkai DS,DS,2006.0,Misc,Namco Bandai Games,0.21
Lost in Blue 3,DS,2007.0,Adventure,Konami Digital Entertainment,0.17
